1 0 0 0 6.28 0 -39.4228 0 0
0.999999 0.00172055 0 -0.0108008 6.27999 0 -39.4228 0 0
0.999999 0.00172055 0 -0.0108008 6.27999 0 -39.4227 -0.0678288 0
0.999994 0.00344109 0 -0.0216015 6.27996 0 -39.4227 -0.0678288 0
0.999994 0.00344109 0 -0.0216015 6.27996 0 -39.4226 -0.135657 0
0.999987 0.00516162 0 -0.0324022 6.27992 0 -39.4226 -0.135657 0
0.999987 0.00516162 0 -0.0324022 6.27992 0 -39.4223 -0.203486 0
0.999976 0.00688214 0 -0.0432027 6.27985 0 -39.4223 -0.203486 0
0.999976 0.00688214 0 -0.0432027 6.27985 0 -39.4219 -0.271313 0
0.999963 0.00860263 0 -0.0540032 6.27977 0 -39.4219 -0.271313 0
0.999963 0.00860263 0 -0.0540032 6.27977 0 -39.4213 -0.33914 0
0.999947 0.0103231 0 -0.0648034 6.27967 0 -39.4213 -0.33914 0
0.999947 0.0103231 0 -0.0648034 6.27967 0 -39.4207 -0.406966 0
0.999928 0.0120435 0 -0.0756035 6.27954 0 -39.4207 -0.406966 0
0.999928 0.0120435 0 -0.0756035 6.27954 0 -39.4199 -0.47479 0
0.999905 0.0137639 0 -0.0864034 6.27941 0 -39.4199 -0.47479 0
0.999905 0.0137639 0 -0.0864034 6.27941 0 -39.4191 -0.542613 0
0.99988 0.0154843 0 -0.097203 6.27925 0 -39.4191 -0.542613 0
0.99988 0.0154843 0 -0.097203 6.27925 0 -39.4181 -0.610435 0
0.999852 0.0172046 0 -0.108002 6.27907 0 -39.4181 -0.610435 0
0.999852 0.0172046 0 -0.108002 6.27907 0 -39.417 -0.678255 0
0.999821 0.0189249 0 -0.118801 6.27888 0 -39.417 -0.678255 0
0.999821 0.0189249 0 -0.118801 6.27888 0 -39.4157 -0.746072 0
0.999787 0.0206451 0 -0.1296 6.27866 0 -39.4157 -0.746072 0
0.999787 0.0206451 0 -0.1296 6.27866 0 -39.4144 -0.813888 0
